Event,Latitude,Longitude,Elevation [m],Depth [m],SST (1-12) [°C],O. universa [%],G. conglobatus [%],G. ruber [%],G. tenellus [%],G. sacculifer [%],S. dehiscens [%],G. aequilateralis [%],G. calida [%],G. bulloides [%],G. falconensis [%],G. digitata [%],G. rubescens [%],G. quinqueloba [%],N. pachyderma s [%],N. pachyderma d [%],N. dutertrei [%],G. conglomerata [%],G. hexagona [%],P. obliquiloculata [%],G. inflata [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. crassaformis [%],G. hirsuta [%],G. scitula [%],G. glutinata [%]
V14-97,-2.433,66.983,-3713,0,28.913,1,4.91,28.09,0,18.39,0.22,3.12,2.23,4.35,0,0.45,0,0,0,0,15.27,4.57,3.68,5.57,0,0,0,0.22,0,0.45,7.47
V14-98,-0.633,69.45,-3893,0,28.822,0.78,2.8,11.84,0.78,10.44,0,9.81,1.4,3.43,0,0,0,0,1.4,0,36.29,4.21,0.78,9.03,0,0,1.4,0,0,0,5.61
V15-136,-52.18,-49.08,-2514,0,4.307,0,0,0,0,0,0,0,0,19.53,0.2,0,0,0.71,66.12,0.92,0.71,0,0,0,9.36,0.61,0,0,0,0,1.83
V15-137,-50.38,-47.4,-2681,0,5.632,0,0,0,0,0,0,0,0,12.08,0,0,0,1.91,73.41,1.71,1.51,0,0,0,6.75,0.4,0,1.11,0,0,1.11
V15-164,-9.75,-34.4,-3588,0,27.198,1.11,1.11,64.21,2.9,10.81,0,5.46,1.11,0,0,0.33,2.56,0,0,0.33,1.11,0,0,0,0,0.33,0.33,0.33,0,0,7.92
V15-206,30.517,-75.92,-4016,0,24.602,2.1,1.37,39.75,1.89,7.99,0,6.52,2.52,2.52,7.99,0.21,0.21,0,0,0.42,1.89,0,0,2.31,0.74,6.1,1.89,0.21,3.05,0,10.3
V15-23,12.583,-88.62,-282,0.01,27.788,0,0,2.24,0,1.89,0,1.18,0,6.37,0,0,1.18,0,0,1.53,84.08,0,0,0.35,0,0,0,0,0,0,1.18
V15-29,6.35,-85.28,-1889,0.01,27.382,0.97,0.14,5.15,0.28,3.2,0.14,1.11,0,4.17,0,0.28,0,0,0,0.28,72.32,0.42,0.7,0.56,0,0,0,0.28,0,0.28,9.74
V15-30,4.25,-85.1,-3266,0.01,26.626,1.05,0,16.76,0.58,10.94,1.63,2.56,0.58,5.7,0,0,0.58,0,0,0.58,45.4,0,0,1.63,0,0,0,0,0,2.56,9.43
V16-189,-28.83,-41.03,-3781,0,22.515,0,6.47,42.36,0,7.58,0,1.34,0,0.33,1.67,0,0,0,0,0.33,1.67,0,0,0.33,14.05,0.67,10.93,0,6.8,1,4.46
V16-190,-27.95,-42.45,-2919,0,23.035,1.36,2.19,42.02,1.46,5.21,0,2.82,0.42,3.65,3.86,0,0.94,0,0.1,2.5,4.28,0,0,1.04,11.68,3.96,2.82,2.4,1.56,0.94,4.8
V16-20,17.933,-50.35,-4539,0,26.294,1.44,1.44,60.58,1.24,17.13,0,2.99,0.31,0,0.93,0.31,1.44,0,0,0,0.31,0,0,0,0,0.31,0.62,0.31,0,0,10.63
V16-200,1.967,-37.07,-4093,0,27.129,0.78,0,54.05,0.44,26.42,0,5.11,0,0,0,0.22,0.78,0,0,0,1.66,0.22,0,2.22,0,0,0.44,0,0,0.22,7.44
V16-205,15.4,-43.4,-4043,0,26.01,1.83,0.75,51.88,1.07,16,0,4.62,0.75,0,1.07,0,2.9,0,0,0,3.54,0,0.32,0.32,0.32,0,1.83,0.32,0,0.75,11.71
V16-206,23.333,-46.48,-3733,0,24.969,0.62,0.94,60.87,7.39,5.83,0,3.85,0.62,0,3.54,0,4.47,0,0,0,0.31,0,0,0,0,0.94,0.31,0,0,0.31,9.99
V16-209,30,-51.87,-4673,0,23.582,0.81,0.2,59.67,0,3.97,0,2.95,0.41,2.55,1.83,0.41,0.2,0.2,0,0,2.24,0,0,0.2,8.55,6.01,1.63,0.2,2.55,0.2,5.19
V16-21,17.267,-48.42,-3975,0,26.125,0.31,1.14,59.15,2.49,14.86,0,4.16,0.52,0,0.83,0.31,1.98,0,0,0,0.83,0,0,0.31,0,0,0.83,0.52,0,0,11.75
V16-227,60.033,-50.83,-3305,0,3.915,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,95.79,1.91,1,0,0,0,0,0,0,0,0,0,0.3
V16-23,13.25,-40.67,-4886,0,26.178,1.53,4.14,32.17,0.33,35.11,0,6.87,0.33,0,0.65,0.33,1.2,0,0,0,6.87,0,0,2.07,0,0,1.74,2.73,0,0,3.93
V16-31,-13.07,-24.68,-4424,0,25.456,0.73,3.96,58.92,0.21,18.77,0,4.38,1.15,0,0.42,0,0.21,0,0,0,0.21,0,0,0,1.88,0.21,3.23,0,0,0,5.74
V16-33,-15.33,-19.72,-4360,0,24.359,0.63,3.79,51.95,0,22.19,0,3.15,0.32,0.63,0.95,0.32,0,0,0,0.32,0.63,0,0,0.63,5.36,0.63,1.58,0.63,0,0.32,5.99
V16-35,-17.67,-15.1,-3891,0.02,23.482,0.73,0.21,37.91,5.45,8.8,0,4.08,3.14,0.94,13.4,0.52,1.47,0,0,0.21,0.21,0,0,0.52,1.88,0.21,2.41,1.47,0,1.15,15.29
V16-36,-19.37,-11.43,-3329,0.02,23.092,0.82,0.51,28.54,5.65,9.75,0,1.85,1.03,2.87,12.11,0.51,5.13,0,0,0.82,0.51,0,0,0,11.29,1.03,4.41,0.31,0,1.54,11.29
V16-37,-21.33,-8.95,-3908,0.02,22.62,2.51,0.52,31.52,2.92,8.66,0,3.24,1.46,0.94,11.38,0.21,2.92,0,0,0.73,1.25,0,0,0.52,13.26,2.92,5.22,1.25,0.21,1.25,7.1
V16-39,-24.73,-4.767,-4596,0.03,21.121,3.45,0.86,29.2,1.19,7.33,0.32,3.99,1.94,0.32,6.79,1.72,0.54,0.32,0,0.54,0.86,0,0,1.4,20.47,1.94,8.51,0.32,1.72,1.4,4.85
V16-41,-27.87,-1.1,-4462,0,20.212,0.32,0.32,17.69,0.32,3.78,1.4,4.42,0,1.73,9.92,0.65,0,0.32,0,1.73,0.65,0,0,0,29.56,4.1,5.07,0,6.8,4.42,6.8
V16-50,-33.35,16.433,-2376,0,17.62,0.31,0,3.2,0.31,1.55,0,0,1.55,1.55,8.56,0,0,0,0.93,6.29,10.1,0,0,0.31,57.42,3.81,0.31,0,0.93,0.31,2.58
V16-64,-46.02,44.367,-2202,0,5.403,0,0,0,0,0,0,0,0,36.78,0,0,0,2.91,28.84,2.41,1.31,0,0,0,13.27,1.81,0,0,0,0,12.66
V16-65,-45,45.767,-1618,0,6.086,0,0,0,0,0,0,0,0,33.67,0,0,0,2.4,26.35,3.31,4.91,0,0,0,14.13,2.2,0,0,0,0.3,12.73
V16-67,-37.15,43.5,-3643,0,17.728,2.16,0,3.2,0,1.75,0,3.51,0,10.62,2.16,0.31,0,0.31,0.72,18.76,14.85,0,0,0,36.7,1.44,0.31,0,0.72,0.31,2.16
V16-84,-29.73,79.567,-3938,0,20.385,2.71,0.8,24.02,0,2.51,0.2,4.82,2.11,6.23,3.12,1.91,0,0,1.21,2.91,3.12,0,0,0,25.83,6.93,6.93,0.2,1.71,0.8,1.91
V16-86,-31.05,82.85,-4001,0,18.621,3.7,0.3,12.9,0,0.6,0,1.2,0.6,2.2,1.5,0.9,0,0,0.9,10.8,3.7,0,0,0,46.5,7.1,2.8,0,3.7,0,0.6
V16-87,-31.63,83.8,-4316,0,18.552,0.8,0.6,20.1,0,0.6,0.2,3,1.5,5.7,1.3,1.7,0,0.2,1,7,4,0,0,0,36.6,9.1,3.2,0,2.1,0.2,1.1
V16-88,-32.38,84.85,-2855,0,17.911,0.7,0,12.1,0,1.7,0.3,0.7,2.7,8.4,2.7,1.4,0,0,2,11.1,10.1,0,0,0,33,7.1,1.7,0,2,0.3,2
V16-93,-30.2,91.717,-2769,0,19.214,1.51,0.3,23.39,1.81,3.31,0.3,0.8,3.82,10.64,11.95,0.5,0.5,0,0.8,4.32,2.01,0,0,0,16.57,10.94,1.51,0,2.01,3.01,0
V16-94,-28.883,92.833,-3878,0,20.565,1.6,1.6,27.18,0,1.6,0.3,4.41,0.5,5.72,3.91,2.11,0,0.3,0.3,4.61,0.5,0.3,0,0,25.38,9.53,7.22,0,2.31,0.3,0.3
V16-95,-28.017,95.183,-4071,0,20.294,0.3,1.01,20.93,0,0,0,2.43,2.12,1.42,0.71,0.71,0,0,0.3,2.43,1.01,0,0,0,43.98,7.28,10.82,0,4.55,0,0
V16-96,-31.53,99.25,-2417,0,17.975,0.9,0,16.52,0.2,2.5,0,2.5,1.3,13.41,14.31,0.9,2.9,0.9,0.5,4,4.5,0,0.2,0,16.72,11.11,1.8,0,0.2,1.3,3.3
V17-1,28.483,-65.05,-5024,0,24.787,1.62,4.46,64.91,0,3.65,0,2.43,0.2,0.81,0.2,0.41,0,0.41,0,0.41,1.01,0,0,0,7,5.38,2.64,0,1.83,0,2.64
V17-144,-40.57,-55.17,-2503,0,12.067,0,0,0,0,0.2,0,0,0,34.79,0,0,0.2,5.17,8.62,5.38,9.03,0,0,0,29.41,4.46,0,0,0,0,2.74
V17-147,-33.15,-49.87,-1545,0,20.538,0.54,2.03,24.84,0,7.39,0,1.18,1.18,3.43,7.92,0.32,0,0.32,0.32,0.86,2.25,0,0,0,22.91,0.54,6.21,0.86,6.75,0.32,9.85
V17-158,12.383,-18.92,-4358,0,25.787,1.59,0,21.03,0,19.84,0,2.25,0,0.4,1.59,4.23,0.79,0,0.79,2.65,24.07,0,0,1.98,9.92,0.4,0,1.59,0,1.19,5.69
V17-162,24.967,-28.933,-5480,0,22.756,0.24,2.78,48.79,0,10.65,2.54,0.61,0.24,0.85,0.24,0.24,0,0,0,0.61,5.33,0,0,0.61,16.46,3.39,1.94,2.78,0,0,1.69
V17-163,27.967,-34.133,-5132,0,22.955,0,1.48,70.4,0,3.7,0,1.48,0.21,0.74,1.27,0.21,0,0,0,0.53,0,0,0,0.21,7.08,4.44,2.64,0.95,0.53,0,4.12
V17-164,29.617,-36.92,-4433,0,22.799,3.36,1.12,36.6,0.41,2.24,0,3.36,0.41,0.41,11.72,0.41,0.41,0,0,1.33,2.04,0,0,0,18.35,4.89,6.22,0.2,0.71,0.71,5.1
V17-165,32.75,-41.9,-3924,0,22.301,0.84,0.53,26.98,3.16,3.48,0,3.16,0.53,6.32,18.34,0,1.48,0,0,0.53,1.69,0,0,0,9.8,6.85,0.84,0,5.48,0.84,9.17
V17-192,58.367,-47.733,-3160,0,5.227,0,0,0.5,0,0,0,0,0,0.3,0,0,0,0.8,95.31,1.5,1.3,0,0,0,0,0,0,0,0,0,0.3
V17-196,60.733,-57.83,-2818,0,4.447,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,97.9,0.6,0.9,0,0,0,0,0,0,0,0,0,0
V18-110,-53.58,-44.7,-2610,0,2.301,0,0,0,0,0,0,0,0,1.31,0,0,0,0.6,96.17,0.4,0,0,0,0,1.51,0,0,0,0,0,0
V18-117,-49.5,-52.25,-2559,0,7.235,0,0,0,0,0,0,0,0,19.68,0.81,0,0,0.81,64.2,1.12,1.62,0,0,0,8.62,1.32,0,0.51,0,0,1.32
V18-126,-45.67,-57.62,-3499,0,8.582,0,0,0,0,0,0,0,0,26.23,3.09,0,0,3.7,8.95,1.54,5.86,0,0,0,41.05,8.64,0,0,0,0,0.93
V18-16,13.733,-51.12,-4931,0,26.855,2.62,12.02,10.71,0,17.14,4.88,7.14,0,1.31,0,2.98,0,0.36,0,0.6,14.29,0,0,16.9,0.6,0.36,0.95,1.9,0,0,5.24
V18-168,-32.17,-20.17,-4251,0,19.939,0.2,2.34,20.69,0.51,0.92,0.2,1.94,0.2,2.34,21.92,0.2,0.51,0.2,0,3.57,2.34,0,0,0,12.44,6.22,6.63,0,6.42,5.71,4.49
V18-182,-32.33,15.017,-2941,0,17.688,0.21,0,4.44,0,1.45,0,0.93,1.14,10.74,10.74,0.52,0.21,0.21,0.72,6.1,15.91,0,0,0,35.43,4.44,0,0,1.45,2.07,3.31
V18-186,-38.98,29.933,-4205,0,18.458,0.3,0,0.3,0,0,0,0,0.6,5.5,0,0,0,0,0.6,27.6,11.9,0,0,0,48.7,3.9,0,0,0,0,0.6
V18-188,-37.63,37.867,-4960,0,18.605,0.3,0,0.8,0,0,0,0.3,0,7.94,0,0,0,0,0,18.09,6.83,0.3,0,0,58.19,3.02,0,0,3.32,0.3,0.6
V18-189,-36.12,41.85,-4923,0,18.694,0.6,0.3,0,0,0.6,0,0.6,1.2,1.5,0,0.6,0,0,0,3.11,2.2,0,0,0.3,83.77,1.2,0,0,3.41,0,0.6
V18-191,-32.43,46.567,-2946,0,20.006,2.14,0,25.82,1.02,5.92,0,6.22,1.43,9.08,5.61,0,0.31,0,0.31,3.47,0.71,0,0,0,25.41,3.47,1.43,0.31,1.43,2.45,3.47
V18-200,-20.58,63.533,-3305,0,24.586,8.62,1.75,0,1.75,0,0.82,7.8,6.06,8.62,6.88,0,5.13,0,0.82,1.75,9.45,0,0,0,2.57,0,4.31,0,0,4.31,29.36
V18-21,4.233,-47.75,-2374,0,27.438,0.34,0.57,59.02,0,24.43,0.57,4.22,0,0,0.34,0,0,0,0,0,2.97,0,0,3.88,0,0,0,0,0,0.34,3.31
V18-215,-30.57,114.45,-1161,0,20.846,0.33,0.56,26.92,1.22,6.34,0,1.56,2.45,4.23,8.12,0,0.89,0,0,0,20.91,0.33,0.33,0.33,6.67,1.78,0,1.22,0.33,1.56,13.9
V18-312,-2.85,-126.2,-4614,0.01,24.822,0.32,0.32,1.93,0,0.64,0,1.77,0.32,2.25,0,0.32,0,0,0,0.64,67.68,2.25,0,15.27,0,0,0,2.57,0,0,3.7
V18-318,3.167,-118.5,-4191,0.01,25.147,0,0.82,2.88,0.41,4.53,1.24,2.47,0,2.06,0,0,0.41,0,0,0.41,74.04,1.24,0,5.36,0.41,0,0,0.82,0,0.82,2.06
V18-34,-31.35,-36.82,-3252,0,20.629,1.12,1.33,33.23,2.75,1.94,0,2.96,0.51,1.63,12.74,0.31,2.45,0.31,0,1.94,3.26,0,0,0,10.5,1.33,3.77,0,4.08,7.34,6.52
V18-350,5.7,-85.27,-1838,0.01,27.056,0,1.44,2.31,0,0,0,2.31,0,8.37,0,0,0,0,0,4.18,67.1,0,0.43,0,0,0,0,0,0,0,13.85
V18-353,6.1,-82.08,-3016,0.01,27.131,0.22,0,8.69,0,3.26,0,1.3,0.22,8.69,0,0,0,0,0,0,66.56,0,0.22,0.43,0,0,0,0,0,1.52,8.9
V18-373,38.75,-67.55,-4202,0,22.083,3.16,2.53,2,0,8.23,0,1.69,0.32,1.69,0,0,0,0,0.84,4.85,19.94,0,0,8.54,41.03,1.69,1.16,0,0.84,0,1.48
V19-110,11.85,140.05,-3523,0.01,28.814,0.54,22.78,20.5,2.39,0,2.06,9.65,0.54,5.31,0,1.74,0,0,0,0,0,0.87,0,3.8,0,0,0.54,0,0,0,29.28
V19-176,7.117,76.55,-1773,0,28.486,0.4,0.4,12.48,0,5.44,0,1.59,0,36.39,0,0.8,0,0,0,0,18.86,2.79,2.79,2.39,0,0,0,0,0,0,15.67
V19-177,7.583,74.217,-2770,0,28.656,0.31,1.09,5.27,0.31,13.18,0.78,4.19,1.09,17.67,0,0,0,0,0,0,29.61,6.36,2.95,7.91,0,0,0,0,0,0,9.3
V19-178,8.117,73.25,-2188,0,28.693,1.11,0,25.17,3.44,9.65,0.55,1.11,1.66,11.86,0.55,0,5.65,0,0,0,7.32,2,2,3.1,0,0,0.33,0,0,0,24.5
V19-178,8.117,73.25,-2188,0,28.693,0.78,1,27.94,1,7.54,0,2.66,0.22,12.31,1.33,0.22,4.43,0,0.22,0.22,9.2,0.78,4.99,1.88,0,0,0,0,1.33,0,21.95
V19-178,8.117,73.25,-2188,0,28.693,0.43,0.65,28.85,4.12,7.38,0.87,2.17,2.17,14.64,0.43,0,1.52,0,0,0,6.72,1.95,2.6,4.12,0,0,0,0,0,1.3,20.07
V19-183,8.117,62.783,-4451,0,28.591,0,1.11,30.04,0.55,11.86,0,4.88,0.33,10.2,1.66,0,0,0,0,0.33,6.54,1.44,2,4.55,0,0,0,0.33,0,0.33,23.84
V19-184,7.433,61.067,-3471,0,28.497,1.25,1.75,19.88,0,7.88,0,6,4.25,11.38,0.63,0,0,0,0,1.25,13.88,1.75,1.25,7.88,0,0,0,5.38,0,1.75,13.88
V19-185,6.7,59.333,-2867,0,28.177,0,0.78,30.46,1.12,11.09,0.34,5.26,1.34,11.65,0.34,0,1.9,0,0,0,5.82,1.34,1.9,1.34,0,0,0,0,0.34,0,24.97
V19-200,-4.217,41.55,-2692,0,26.979,1.38,1.7,34.04,1.06,7.98,0.32,6.6,0.85,10.21,1.06,0.53,1.7,0,0,0.53,10.43,0,3.62,2.77,0,0,0,0.85,0.32,0.53,13.51
V19-201,-5.333,40.433,-1864,0,27.005,0.62,0.93,36.97,2.57,10.92,0,5.46,2.88,7.11,1.65,0,1.65,0,0,0,6.08,0,1.65,5.15,0,0,0,0,0,0.93,15.45
V19-202,-6.983,41.183,-2589,0,27.022,0,3.03,45.09,0.42,15.45,0,4.28,0,5.11,1.77,0,0.42,0,0,0,10.75,0,0,5.11,0,0,0.42,0.42,0,1.25,6.47
V19-209,-19.92,41.6,-2924,0,26.244,1.95,0.87,34.13,0.33,17.55,0,5.09,1.73,1.95,0,0,0,0,0,3.14,14.95,0,0.54,2.49,7.04,0.54,1.41,3.14,0,1.41,1.73
V19-240,-30.58,13.283,-3103,0,18.037,0.3,0,4.16,0,0.61,0,0.3,0.3,3.96,10.85,0.3,0,0,0,5.38,19.17,0,0,0,47.16,4.16,0.3,0,2.13,0.61,0.3
V19-242,-29.52,9.583,-4881,0,19.065,0.5,0,1.61,0,0.3,0,0.5,0,0.5,0.81,0.3,0,0,1.01,25.68,20.24,0,0,0,44.81,0.3,0,0,3.12,0,0.3
V19-245,-26.2,4.683,-2725,0,19.756,2.07,0,13.38,0.98,8.38,0,6.75,3.05,0.65,4.03,0.33,0.33,0.33,0,4.35,6.75,0,0,0,26.12,3.37,5.66,0,4.03,3.05,6.42
V19-246,-25.77,4.1,-4244,0,19.93,1.12,0,7.95,0.9,6.83,1.34,2.69,0,0,8.85,0,1.57,0,0.45,3.92,6.38,0,0,0,27.1,4.14,7.5,0.45,3.14,6.61,9.07
V19-248,-24.57,4.833,-3321,0,20.096,1.42,0,12.01,1.64,6.88,0.22,2.4,2.4,1.2,5.46,0.22,1.2,0,0,7.31,10.81,0,0,0,25.98,2.4,4.26,0.76,1.86,2.4,9.17
V19-25,2.467,-81.7,-2404,0.01,26.02,0.32,0,2.44,0.32,2.65,0,1.06,0,6.25,0,0,0.32,0,0,0,66.63,0,0.85,1.59,0,0,0,0,0,0.32,17.27
V19-262,-18.33,8.383,-4918,0.03,19.752,4.24,0,1.14,0,0.21,0,0.52,0.52,9.93,0,1.14,0,0.72,0.21,5.17,19.13,0,0,0,55.43,0,0,0.93,0,0.21,0.52
V19-27,-0.467,-82.07,-1373,0.01,21.415,0.67,0.22,2.34,0.22,0.45,0,1.45,0.33,11.37,0,0,0,0,0,1,72.8,0,0.45,0.67,0,0,0,0.22,0,0.33,7.47
V19-283,-1.283,5.533,-3442,0.04,26.155,1.1,0,28.29,0,17.02,0,2.43,0.55,1.88,2.43,0.22,0,0,0.22,0.22,27.51,0,0,4.31,7.29,0,0,3.54,0,0.55,2.43
V19-29,-3.583,-83.93,-3157,0.01,21.448,0.2,0,0.3,0,0.2,0,0.71,0.3,1.63,0,0.2,0.2,0.2,0,1.02,92.68,0,0.3,0.2,0,0,0,0,0,0,1.83
V19-29,-3.583,-83.93,-3157,0.01,21.448,0.31,0,0.31,0,0,0,0.81,0.51,2.55,0,0,0,0.31,0,1.02,92.36,0,0.51,0,0,0,0,0,0,0,1.32
V19-296,1.417,-9.083,-5017,0,26.337,2.8,0,6.15,0,4.76,3.36,1.4,1.96,1.4,0,1.4,0,0,0.98,3.78,41.26,0,0,19.44,0.42,0,0,9.93,0,0,0.98
V19-298,3.65,-15.05,-4792,0,27.513,2.97,1.22,4.01,0,6.28,8.73,1.75,0,0,0,0,0,0,0,0,43.28,0,0,24.78,1.22,0,0,4.71,0.52,0,0.52
V19-308,29.017,-41.4,-3197,0,23.235,1.34,0.93,51.96,4.34,2.07,0,8.06,1.65,0.21,5.68,0.21,0.93,0,0,0,0,0,0,0.41,4.34,3.72,2.48,0,2.27,0.21,9.19
V20-101,28.3,-177,-4460,0.01,23.694,1.01,1.93,7.7,5.67,0,0,2.03,2.94,18.24,0.91,0.2,1.72,0.51,0,12.66,0,0,0.61,0,10.13,0.3,2.13,0,0,0.1,31.21
V20-103,33.983,-177.8,-3442,0.01,20.128,1.6,0,0,0,0,0,0,0,6.5,0,0.4,0,0,0,38.7,0,0,0,0,47.2,0.4,4,0,0.4,0,0.8
V20-119,47.95,168.78,-2739,0.01,6.698,0,0.1,0,0,0,0,0,0,32.3,0,0,0,0,64.6,0.7,0,0,0,0,0,0,0,0,0.1,0,2.2
V20-133,32.967,140.57,-1503,0.01,22.712,0.72,0.93,6.1,0.41,1.76,0.1,1.24,0.31,13.96,0.1,0.31,0,0,0,1.14,17.79,0,0,3.83,33.2,0,2.79,0.93,0,0,14.37
V20-137,29.85,137.97,-3919,0.1,23.811,0,0,1.09,1.09,0,4.35,0,0,0,0,0,0,0,0,0,22.83,0,0,2.17,66.3,0,2.17,0,0,0,0
V20-139,27.567,132.88,-3782,0.1,24.987,0,0,1.06,0,0,7.45,0,2.13,0,0,0,0,0,0,0,18.09,0,0,7.45,63.83,0,0,0,0,0,0
V20-147,4.65,132.78,-3213,0.01,29.136,0,4.07,2.65,0,0,4.07,6.73,0,10.8,0,0,0,0,0,0,0,0,1.42,64.78,0,0,0,0,0,0,5.49
V20-15,-6.95,-84.28,-1736,0.01,27.344,0.34,0,15.91,0.79,6.66,0,3.39,0.34,15.12,0,0,0,0,0,0,27.43,0,2.6,0.79,0,0,0,0,0,4.85,21.78
V20-170,-21.8,69.233,-2479,0,23.667,1.88,3.86,45.46,1.56,12.51,0,5.74,4.8,0.94,0.94,1.56,2.29,0,0,0,0.94,0,0,1.25,0.63,0.63,5.11,0.31,0,0.63,8.97
V20-171,-21.98,68.483,-2833,0,23.747,0.98,5.11,43.26,0.43,16.09,0,5.54,2.28,0.43,0,0.43,0,0,0.98,0.43,2.28,0.43,0,2.28,2.28,3.26,7.39,0.98,0.43,0.98,3.7
V20-174,-22.13,68.767,-2714,0,23.456,0.53,5.06,49.32,1.69,9.59,0,5.06,1.69,1.69,0.53,0,5.06,0,0,0,2.32,0,0,1.16,3.37,1.16,3.37,0,0,0.53,7.9
V20-175,-22.3,68,-3526,0,23.456,0.91,1.52,53.81,0.3,9.34,0,6.6,2.44,0.91,0,1.83,2.13,0.3,0.3,0.3,0,0,0,1.52,0.91,1.52,4.77,0,0,0.91,9.64
V20-177,-23.05,64.9,-4513,0,23.809,2.66,2.66,47.19,1.12,6.74,0,6.33,1.84,3.37,1.12,2.96,0,0.41,0,0,1.53,0,0,0,5.62,0.72,3.37,0,0,1.12,11.24
V20-213,-28.33,-13.15,-2175,0,21.841,1.34,0.31,27.32,2.78,2.06,0.1,2.47,1.03,3.3,12.47,1.24,1.55,0,0.21,4.43,4.02,0,0,0.1,14.54,7.94,1.13,0.62,1.13,3.09,6.8
V20-227,-4.233,-34.63,-3812,0,27.207,1.02,0.68,50.28,0,26.17,0,8.19,0,0,0,0,0,0,0,0,1.37,0,0,2.73,0,0,0.34,0.68,0,0,8.53
V20-228,-2.483,-36.42,-3676,0.01,27.16,1.21,1.46,47.57,0.24,30.46,0,4.13,0.61,0,0,0.24,0.24,0,0,0,2.06,0,0,4.13,0,0,0,1.21,0,0,6.43
V20-23,7.133,-103.3,-3120,0,27.157,0,0,0,0,0,1.41,0,0,0,0,1.41,0,0,0,0,91.55,4.23,0,1.41,0,0,0,0,0,0,0
V20-230,-1.95,-39.03,-3294,0,27.11,0.67,0.34,55.51,0.34,19.89,0,5.51,0.34,0,0,0,1.01,0,0,0,2.02,0,0,1.01,0,0,0,0,0,0.67,12.7
V20-233,2.1,-35.6,-3884,0,27.177,0.67,0.34,50.51,0.67,30.86,0,4.26,0,0,0.34,0.34,0,0,0,0,1.8,0,0,4.26,0,0,1.01,0,0,0,4.94
V20-234,5.317,-33.03,-3133,0,27.284,0.65,0,35.86,1.19,27.84,0.33,6.72,0.33,0,0,0.33,3.36,0,0,0.98,4.33,0,0,0.33,0,0,0.65,0.65,0,1.52,14.95
V20-235,8.467,-30.13,-5242,0,26.864,1.26,2.2,5.5,0.63,10.22,7.08,1.57,0.31,0.63,0,1.89,0,0,0.31,0,36.48,0,0,20.44,0.94,0,1.57,7.08,0,0,1.89
V20-242,23.367,-43.65,-4565,0,24.552,0.31,0.31,65.1,6.14,7.47,0,3.28,0,0,1.94,0.61,1.94,0,0,0,0,0,0,0,0.61,0.61,0.61,1.02,0,0,10.03
V20-253,38.283,-68.53,-4889,0,21.891,2.3,0.94,1.57,0,0.52,0,0.21,0,3.97,0.42,0,0,0.21,0.94,19.73,37.47,0,0,0.94,28.6,0,0.42,0.21,0.21,0,1.36
V20-26,5.483,-108.6,-3844,0,26.609,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,81.43,2.86,0,12.86,0,0,0,0,0,0,0
V20-7,11.533,-60.52,-1018,0,27.937,3.12,0,58.63,0,22.87,0,3.12,0.31,0,0,0.31,0,0,0,0,8.11,0,0,0.73,0.31,0,0,0,0,0,2.49
V20-96,33.017,-166.7,-5771,0,20.065,1.03,0.21,41.17,1.03,10.57,0.21,4.21,1.23,1.44,10.16,0.21,0.51,0,0,0.72,2.98,0,0,0.51,10.16,3.49,2.98,0.51,2.67,0.51,3.49
V21-103,27.9,126.2,-132,0.01,24.686,0,8.35,4.18,0,22,0,1.22,0.61,6.52,0,0,0,0,0,0.61,26.78,0,0,29.74,0,0,0,0,0,0,0
V21-105,26.467,126.15,-1902,0.01,25.207,1.1,1.43,15.01,0.33,6.62,0.33,0.77,0.77,11.7,0.33,0,0.33,0,0,0,18.65,0,0,15.01,0.77,0,0.77,0,0,0,26.05
V21-107,25.6,127.42,-2217,0.01,25.666,0.3,9.09,28.28,3.03,7.58,0.2,1.82,1.72,12.32,2.93,0.3,1.21,0,0,0.2,4.85,0,0,4.14,1.52,0,1.01,0.3,0.1,0.51,18.59
V21-108,25.733,127.57,-1900,0.01,25.666,1.03,12.6,63.84,3.93,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V21-109,25.167,126.93,-1964,0.01,25.651,0.4,7.35,26.18,2.72,8.86,0.1,1.41,2.62,9.57,5.54,0.4,0.7,0,0,0.6,5.24,0,0,3.63,0.91,0,1.21,0.6,0,0.2,21.75
V21-210,2.733,-90.32,-2140,0.01,25.181,0.25,0,5.88,0,10.78,0,3.55,0.49,6.13,0,0,0,0,0,0,49.51,0.25,1.1,1.35,0,0,0,0,0,0.25,20.47
V21-212,2.833,-85.13,-3338,0.01,25.368,0.25,0.62,11.98,0,9.38,0,2.1,0,5.31,0,0,0,0,0,0,55.68,0,0.62,1.48,0,0,0,0,0,1.48,11.11
V21-214,3.833,-80.63,-2246,0.01,26.586,0.78,0.33,6.58,0,8.26,0,1.34,0.22,3.01,0,1.12,0,0.22,0,0.22,65.4,0.33,1,1.79,0,0,0,0,0,0.22,9.15
V21-26,4.6,-82.73,-3081,0.01,26.63,0,0,3.48,0,1.74,0,1.2,0,1.2,0,0,0,0,0,0,84.89,0.54,0,3.48,0,0,0,0,0,0,3.48
